,source,generator,graphdta_kd,graphdta_ki,graphdta_ic50,mltle_pKd,vina_score,boltz_affinity,boltz_confidence,smiles,unimol_similarity,tankbind_affinity,drugban_affinity,moltrans_affinity
vdr_unique_G1_2633,G1,,6.8438838124275225,8.508709907531742,4.721332848072052,7.67697238922119,-10.4,,,C=C1C(O)CC(O)CC1CC=CCCCC(C)=CC=CC(C)CC(O)CC(O)CC(CC)CC,0.1752577319587628,-9.7,-7.1000000000000005,-6.9
vdr_unique_G1_2634,G1,,5.941808640956879,7.944444751739505,4.5986586213111895,5.65661334991455,-7.1,,,C=C1C(O)CC(O)CC1CCC1OCCO1,0.1643835616438356,-9.5,-6.4,-6.7
vdr_unique_G1_2635,G1,,5.909260928630831,8.031887817382815,4.862281918525696,7.32759284973145,-8.8,,,C=C1C(O)CC(O)CC1CCCC(C)C(C)CCC(C)(C)O,0.3194444444444444,-9.7,-7.4,-6.9
vdr_unique_G1_2636,G1,,6.350069165229799,8.079536104202274,4.788709282875063,6.1378812789917,-8.9,,,C=C1C(O)CC(O)CC1CCCCCCCC(O)CC(C)CC,0.2125,-9.7,-7.4,-6.9
vdr_unique_G1_2637,G1,,6.118541896343233,8.147925615310672,5.020139217376709,6.52243995666504,-9.0,,,C=C1C(O)CC(O)CC1CCCCCCCCCCCCCCC(C)(C)O,0.3088235294117647,-9.7,-7.4,-7.1000000000000005
vdr_unique_G1_2638,G1,,7.104639112949371,8.343409872055052,5.0130385756492615,8.06515884399414,-10.1,,,C=C1C(O)CC(O)CC1OCC=C1CC(O)C(CC=CCCCC(=O)O)C(c2ccc(O)c(OC)c2)O1,0.1403508771929824,-9.7,-6.9,-7.0
vdr_unique_G1_2639,G1,,7.234578490257263,8.439694976806646,5.560906231403353,9.30120944976807,-11.6,,,C=C1C(O)CC(O)CC1OCC=C1CCCC2(C)C1CCC2C(C)CCC(C)(C)O,0.581081081081081,-9.7,-7.4,-7.4
vdr_unique_G1_264,G1,transmol,6.796089649,8.442738533,6.88765192,8.120088577,-11.9,-1.901388884,0.923887074,C=C1C(=O)CCCC(O)C(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=C1CCC(CC)(C(=O)OC)C1=O,0.9448598,-9.755801,-8.574694076,-7.309921378
vdr_unique_G1_2640,G1,,7.103884994983672,8.978455781936653,5.247492611408234,7.08180904388428,-11.7,,,C=C1C(O)CC(O)CC1OCCCC1OC(=CCCCCCCC(O)(CC)c2ccccc2)CC(O)C1O,0.1826923076923076,-9.7,-7.4,-7.0
vdr_unique_G1_2641,G1,,6.7731361389160165,8.867875385284433,6.4011271595954895,8.3676233291626,-11.9,,,C=C1C(O)CC(O)CC1Oc1ccc(C(C)(CC)c2cccc(C(C)(C)O)c2)c(C)c1,0.1702127659574468,-9.7,-7.4,-7.4
vdr_unique_G1_2642,G1,,7.163174033164978,8.653976392745971,6.154964685440064,6.37630367279053,-10.1,,,C=C1C(O)CC(O)CC1c1ccc(OCCCC(CC)(CC)CC)c(C)c1,0.1818181818181818,-9.7,-7.4,-7.1000000000000005
vdr_unique_G1_2643,G1,,5.45018082857132,7.541099023818977,4.553760111331939,5.18158674240112,-6.7,,,C=C1C(O)CC(OCCCO)CC1O,0.1527777777777778,-9.5,-6.4,-6.2
vdr_unique_G1_2644,G1,,6.253032386302949,8.620612096786498,5.454749584198,7.01480007171631,-9.2,,,C=C1C(O)CC(OCCOC)CC1OC(=O)C(C)(C)C1CCC(C)(C)CC1O,0.1827956989247312,-9.7,-7.4,-6.9
vdr_unique_G1_2645,G1,,6.2712355256080645,8.761655759811404,6.370167791843416,7.69391059875488,-9.8,,,C=C1C(O)CC(n2c(C(C)(C)C)nc3cc(C(=O)NCCC(C)(C)C)ccc32)CC1O,0.1684210526315789,-9.7,-7.4,-7.4
vdr_unique_G1_2646,G1,,5.789117872714998,8.660209608078,5.553073346614839,7.09040451049805,-10.6,,,C=C1C(O)CC(n2c(C)nc3cc(C(C)(O)CC)ccc3c2=O)CC1O,0.1505376344086021,-9.7,-6.9,-7.2
vdr_unique_G1_2647,G1,,6.164539098739626,8.779516077041626,5.812631845474244,7.47432518005371,-10.5,,,C=C1C(O)CC2(C)C3CCC4CCCCC(CC(O)(C(F)(F)F)C4(C)C)C3CCC12C,0.2093023255813953,-9.7,-7.4,-7.2
vdr_unique_G1_2648,G1,,6.349806487560271,8.249073982238766,4.79290223121643,7.9236364364624,-9.7,,,C=C1C(O)CC2=CC=C(c3ccc(O)c(OC)c3)C12C,0.1379310344827586,-9.5,-6.9,-7.2
vdr_unique_G1_2649,G1,,8.124444305896759,8.857576322555538,6.163883209228517,9.39042472839356,-12.9,,,C=C1C(O)CC2=CCC(=O)C=C2CC1C(C)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.4235294117647059,-9.7,-7.4,-7.4
vdr_unique_G1_265,G1,transmol,7.204133511,7.43245697,6.716131687,9.137589455,-12.6,-0.840919375,0.915539861,C=C1C(=O)CCCC1=CC=C1CCCC(C)(C(C)C(C)CC2CC(C)(O)C(=O)N2CCc2ccccc2)C1,0.9422854,-9.761227,-8.779321591,-6.941918136
vdr_unique_G1_2650,G1,,7.127347767353058,8.786208534240718,5.612461209297182,9.1395845413208,-10.5,,,C=C1C(O)CC2=CCC(C(=O)OCC)CC2(C)C2CCC3C(=CC=C4CCCC(O)C4)CCC132,0.2525252525252525,-9.7,-7.4,-7.4
vdr_unique_G1_2651,G1,,8.060674726963043,8.962150192260756,5.863476455211641,8.63826465606689,-12.0,,,C=C1C(O)CC2=CCCC(=CC=C3CC(O)C(=CC=C4CCCC4(C)C)CC3C(C)C)C12C,0.2528735632183908,-9.7,-7.4,-7.2
vdr_unique_G1_2652,G1,,8.144333899021149,8.396567535400383,5.260515153408052,9.32497787475586,-11.4,,,C=C1C(O)CC2C(=CC=C3CC(O)C(C)C(O)C3)CCCC12C,0.3424657534246575,-9.7,-7.4,-7.2
vdr_unique_G1_2653,G1,,6.792413353919981,8.512172603607175,5.675152420997619,8.53461170196533,-10.7,,,C=C1C(O)CC2C(CCC3(C)C(C(C)CCCC(C)(C)CCCC(C)(C)O)CCC23)C1O,0.4342105263157895,-9.7,-7.4,-7.2
vdr_unique_G1_2654,G1,,6.421534419059755,8.305978727340701,4.897526383399964,8.19160938262939,-6.0,,,C=C1C(O)CC2C3CCC4(C)C(CCC24)C(C)CC1CCC(O)CC(C)C(CC(C)CCC(=O)O)C(O)C(C)C3,0.198019801980198,-9.7,-7.4,-7.0
vdr_unique_G1_2655,G1,,5.801091432571413,8.062350606918328,4.879274606704711,8.68206977844238,-9.0,,,C=C1C(O)CC2CCC(C(C)(C)O)C2(C)CC1O,0.2328767123287671,-9.5,-6.2,-6.7
vdr_unique_G1_2656,G1,,6.232260823249818,8.393909645080566,4.943294644355774,8.96376609802246,-11.1,,,C=C1C(O)CC2CCC3(C)C(C(C)Cc4ccccc4)CCC3C12,0.2682926829268293,-9.7,-7.4,-7.0
vdr_unique_G1_2657,G1,,7.012913465499879,8.625817918777466,5.116993844509125,9.29872989654541,-10.8,,,C=C1C(O)CC2CCCC(=CC=C3CC(O)CC(O)C3)C2C1(C)C,0.3243243243243243,-9.7,-7.4,-7.2
vdr_unique_G1_2658,G1,,6.289536356925966,8.623410034179681,5.722728073596955,9.17939758300781,-10.0,,,C=C1C(O)CC2CCCC(=CC=C3CC(O)CC(O)C3)C2C1O,0.2837837837837837,-9.7,-6.9,-7.0
vdr_unique_G1_2659,G1,,6.1048784255981445,7.863547515869136,4.7330347299575815,6.12104988098145,-6.8,,,C=C1C(O)CC2CCCCC12C,0.2352941176470588,-9.5,-6.9,-6.0
vdr_unique_G1_266,G1,transmol,7.141109467,8.538576126,6.771867275,9.27407074,-13.3,-1.24952662,0.926472008,C=C1C(=O)CCCC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(C)(O)C(=O)N1CCCc1ccccc1,0.9462315,-9.753144,-7.430404348,-7.454475173
vdr_unique_G1_2660,G1,,8.314789772033691,8.692681932449338,6.160480737686157,9.40926361083984,-11.3,,,C=C1C(O)CCC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)O)C1O,0.5,-9.7,-7.4,-7.4
vdr_unique_G1_2661,G1,,8.249726474285126,8.879070377349857,6.463115096092224,9.44840049743652,-11.5,,,C=C1C(O)CCC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)CC(C)CC)CC1O,0.5063291139240507,-9.7,-7.4,-7.2
vdr_unique_G1_2662,G1,,7.044609308242798,8.189824914932249,5.22528648376465,9.22222709655762,-10.1,,,C=C1C(O)CCC(O)C1Cc1ccc(OCC(O)C(C)(C)O)c(C)c1,0.1777777777777777,-9.7,-6.9,-6.9
vdr_unique_G1_2663,G1,,6.154415965080263,8.159027814865123,4.784332573413849,8.7012414932251,-10.1,,,C=C1C(O)CCC2(C)C1CCC1(C)C(C(=O)NCC(C)(C)O)CCC21,0.2784810126582278,-9.7,-7.4,-7.2
vdr_unique_G1_2664,G1,,6.028351783752441,8.132451438903802,4.715481162071229,8.95932674407959,-11.1,,,C=C1C(O)CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0.2025316455696202,-9.7,-7.4,-7.2
vdr_unique_G1_2665,G1,,7.194557130336762,8.476204538345339,6.057504296302794,9.15759372711182,-11.8,,,C=C1C(OCC(C)C)CC2CCC3=CC=C(CC(O)CC(O)C(C)CCC4CC(O)CC(O)C4)C3CCC2C1O,0.160377358490566,-9.7,-7.4,-7.0
vdr_unique_G1_2666,G1,,5.996005594730381,7.872632074356089,4.694019079208375,7.28674697875977,-7.8,,,C=C1C(OCCC(C)C)CC(O)CC1OC(=O)CCCCCCCCCCC,0.1744186046511628,-9.7,-7.4,-6.9
vdr_unique_G1_2667,G1,,8.421021401882172,9.234875392913816,7.119552314281465,9.08882713317871,-11.5,,,C=C1C(OCCCCC)=CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)(C)CCCC(C)(C)O)CC1O,0.5465116279069767,-9.7,-6.6000000000000005,-7.0
vdr_unique_G1_2668,G1,,7.395841121673586,8.829059314727777,6.603351712226869,9.1025915145874,-12.2,,,C=C1C(OCCCCCCC)=CC(=O)C(=CC=C2CCCC3(C)C2CCC3C(C)CC2CC(O)CC(O)C2)C1O,0.4269662921348314,-9.7,-7.4,-7.0
vdr_unique_G1_2669,G1,,6.200605034828186,7.915672159194949,4.83115190267563,5.61441898345947,-7.8,,,C=C1C(OCCCCCCCCCCCCCCCC)CC(O)C(C)C1O,0.1375,-9.7,-7.1000000000000005,-6.9
vdr_unique_G1_267,G1,transmol,6.780480385,8.63489151,6.96907568,7.236504555,-9.7,-1.934668064,0.922397614,C=C1C(=O)CCOC(O)C(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=C1CCC(CC)(C(=O)OC)C1=O,0.95904016,-9.763965,-9.252410689,-6.462556121
vdr_unique_G1_2670,G1,,6.463158309459688,8.359677553176876,5.71891576051712,7.00351715087891,-10.4,,,C=C1C(c2ccc(C#CC(O)(CC)CO)c(C)c2)CC(O)C(O)C1O,0.1290322580645161,-9.7,-6.9,-6.5
vdr_unique_G1_2671,G1,,6.622136950492859,8.809621906280519,5.320351958274841,8.47427177429199,-9.1,,,C=C1C(c2ccc(OC)c(OCCC(=O)O)c2)C(C(=O)O)(c2ccc(OCCC(O)(CC)CC)cc2)OC1(C)C,0.110091743119266,-9.7,-7.4,-7.2
vdr_unique_G1_2672,G1,,6.87396776676178,8.277098417282115,5.297711312770845,8.91090488433838,-11.6,,,C=C1C2=C(C(=O)CC1O)C1CCC(=CC=C3CCCC(O)C3)C1CC2,0.216867469879518,-9.7,-7.4,-7.2
vdr_unique_G1_2673,G1,,6.500896811485292,8.773737764358517,5.898161470890045,9.25711727142334,-10.3,,,C=C1C2CCC(CC1(O)C#CC)C1CC3CCC(C(C)(C)O)C3(C)CCC21,0.2022471910112359,-9.7,-7.4,-7.4
vdr_unique_G1_2674,G1,,5.647857546806336,7.298746776580808,4.566168129444122,6.65593528747559,-7.6,,,C=C1C=C(C)C(=C)C(O)C1,0.1617647058823529,-9.5,-6.4,-6.0
vdr_unique_G1_2675,G1,,5.890875101089479,8.812127971649169,5.572726011276247,9.48243427276611,-10.6,,,C=C1C=CC(=O)C2(C)C1CCC1C3CC=C(C(=O)OC(C)(C)CCC)CC3CCC12,0.1979166666666666,-9.7,-7.2,-7.0
vdr_unique_G1_2676,G1,,8.611846387386322,8.81903653144837,5.84907388687134,9.67096042633057,-11.6,,,C=C1C=CCC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(C)CC(O)CC(C)CC(O)CC(C)(C)O,0.5125,-9.7,-6.9,-7.0
vdr_unique_G1_2677,G1,,7.101810216903688,8.292256450653074,5.416072785854341,7.46646118164063,-9.3,,,C=C1CC(=CC=C(CCCCCC)CC(C)C)CC(O)C1CCC(=O)CCCC,0.1612903225806451,-9.7,-7.4,-6.7
vdr_unique_G1_2678,G1,,7.077911257743836,8.528672981262208,5.819858431816099,8.76582622528076,-9.8,,,C=C1CC(=CC=C2CC(O)CC(=CC=C3CC(O)C(C(C)(CC)CC)CC3=O)C2=O)CC(O)C(C)(O)C1=O,0.217391304347826,-9.7,-7.4,-7.2
vdr_unique_G1_2679,G1,,8.447438180446625,8.885806751251218,5.682634830474855,9.10317420959473,-11.8,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)O)C(=C)CC1=CC=CCCC(O)CC(C)(C)O,0.475,-9.7,-6.9,-7.0
vdr_unique_G1_268,G1,transmol,6.485461712,7.399118423,6.71997261,9.86151123,-12.6,-1.264780521,0.892962635,C=C1C(=O)N=CC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(C)(O)C(=O)N1CC1=CC(OC)=CC(O)=CC=C1,0.9369612,-9.754548,-8.815682243,-7.250246334
vdr_unique_G1_2680,G1,,8.488118052482607,8.79070692062378,6.31951767206192,9.44488906860352,-12.1,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)O)CC(O)C1CCC(O)CC(C)CC(C)C,0.425287356321839,-9.7,-6.9,-7.0
vdr_unique_G1_2681,G1,,8.89479649066925,9.213697719573982,6.5712873339653015,8.41668319702148,0.5,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)C(CC(C)CC(=O)O)CC(C)(C)CC(O)(CC)CC(O)C2CCC3C(=CC=C4CC(O)C(=CC5OC(=O)C(C)(O)C5O)CCC4=O)CCC32)CC(C)C1O,0.3046875,-9.5,-5.000000000000001,-5.5
vdr_unique_G1_2682,G1,,8.383532226085661,9.4316686630249,6.071233868598939,9.5519962310791,-12.3,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)CC(O)CC(C)(C)O)CC1O,0.4691358024691358,-9.7,-7.4,-7.4
vdr_unique_G1_2683,G1,,7.766959130764008,8.37517991065979,5.99052506685257,9.48401260375977,-11.4,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)CC(C)CC(=O)O)CC1O,0.4683544303797468,-9.7,-7.4,-7.2
vdr_unique_G1_2684,G1,,8.280713081359867,8.512499332427986,6.158846199512483,9.49546432495117,-10.9,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CC(CC)CC(=O)O)CC(C)C1O,0.4117647058823529,-9.7,-7.4,-7.2
vdr_unique_G1_2685,G1,,8.281132876873016,8.616061496734632,6.512718379497528,8.58165454864502,-5.6,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CC2CC(O)C(=O)N2CCCC(=O)O)C(=C)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,0.5833333333333334,-9.5,-6.4,-6.5
vdr_unique_G1_2686,G1,,8.030141770839691,8.83133745193481,5.690610229969026,9.54572200775147,-12.2,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CC2CC(O)CC(=O)O2)CC(O)C1,0.4683544303797468,-9.7,-7.4,-7.4
vdr_unique_G1_2687,G1,,8.163538813591003,8.713715982437135,6.070731461048127,9.7495288848877,-11.6,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC(O)C1O,0.6056338028169014,-9.7,-7.4,-7.4
vdr_unique_G1_2688,G1,,8.253298103809357,8.818682479858392,6.315855443477631,9.52667808532715,-11.6,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC1O,0.6470588235294118,-9.7,-7.4,-7.4
vdr_unique_G1_2689,G1,,7.824226677417755,8.393264770507814,5.663473844528197,9.55734539031982,-11.4,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(O)CC(=O)O)CC(O)C1O,0.4634146341463415,-9.7,-7.4,-7.2
vdr_unique_G1_269,G1,transmol,7.760946274,7.817099094,7.847318172,9.604459763,-12.4,-1.867109299,0.934616745,C=C1C(=O)OC(CC(C)C2CCC3C(=CC=C4CC(O)C(C)C(CO)C4=C)CCCC32C)C1CCC,0.9706172,-9.764009,-8.057299711,-7.431009652
vdr_unique_G1_2690,G1,,7.870566487312316,8.386121606826775,5.729749441146851,9.60818767547607,-11.6,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(O)CC(C)CO)CC1O,0.5,-9.7,-7.4,-7.4
vdr_unique_G1_2691,G1,,7.766027748584747,8.444638204574577,5.531951367855073,9.56812763214111,-10.9,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CO)CC1O,0.5416666666666666,-9.7,-7.4,-7.4
vdr_unique_G1_2692,G1,,7.6688284277915955,8.973196649551392,5.842339277267456,7.88453483581543,-11.8,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)C=C1OCC(=O)C(C)(C)C,0.55,-9.7,-6.9,-7.0
vdr_unique_G1_2693,G1,,8.442407786846161,8.94691014289856,6.421657621860502,9.52849292755127,-10.9,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)CC(C)(C)O)CC1O,0.6111111111111112,-9.7,-7.4,-7.2
vdr_unique_G1_2694,G1,,7.614964842796327,8.669116067886353,6.173062443733217,9.42436790466309,-11.5,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)CC(O)CC(O)CC(=O)O)CC(O)C1=O,0.4597701149425287,-9.7,-7.4,-7.2
vdr_unique_G1_2695,G1,,8.47478872537613,8.907892704010008,6.512168049812317,9.50542068481445,-10.5,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)CC)C(=C)C(O)C1,0.6197183098591549,-9.7,-7.4,-7.2
vdr_unique_G1_2696,G1,,7.740390300750731,8.771164751052854,5.599111378192902,9.0496997833252,-11.9,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC(=O)O)c2ccc(O)cc21,0.4756097560975609,-9.7,-7.4,-7.2
vdr_unique_G1_2697,G1,,8.591544151306152,8.90635223388672,6.523239135742185,9.63632488250732,-4.6,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC(C)(C)O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)O)C1O,0.6216216216216216,-9.5,-6.9,-6.5
vdr_unique_G1_2698,G1,,7.3171610832214355,8.616295814514155,6.110396564006807,9.58465766906738,-11.2,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC(O)CC(O)CC(=O)[O-])CC1O,0.4878048780487805,-9.7,-7.4,-7.4
vdr_unique_G1_2699,G1,,7.278822124004366,8.618057775497437,5.633330523967745,9.4597282409668,-11.1,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCO)CC(O)C1O,0.5342465753424658,-9.7,-7.4,-7.4
vdr_unique_G1_27,G1,transmol,7.496786594,8.143677711,7.243777275,8.787664413,-13.3,-2.137017727,0.917278945,C=C(COCC(C)C1CCC2C(=CC=C3CC(O)CC(O)C3=C)CCCC21C)C1=CCCCC1(C)C,0.9543468,-9.754628,-7.818050991,-6.962268982
vdr_unique_G1_270,G1,transmol,7.523286343,7.724055767,7.336133003,9.479252815,-13.4,-2.093352079,0.931951344,C=C1C(=O)OC(CC(C)C2CCC3C(=CC=C4CC(O)C(C)C(O)C4=C)CCCC32C)C1C,0.9599352,-9.762465,-7.234408355,-6.896102699
vdr_unique_G1_2700,G1,,8.952252268791199,8.827834892272948,6.1045572757720965,9.51031112670898,-13.8,,,C=C1CC(=CC=C2CCCC3(C)C2CCC3C(C)c2cccc(O)c2)CC(O)C1C,0.3720930232558139,-9.7,-7.4,-7.2
vdr_unique_G1_2701,G1,,7.025740504264834,8.620261573791506,5.87103581428528,8.09427070617676,-11.9,,,C=C1CC(=CCOc2ccc(C(CC)(CC)CC)cc2C)CCC1=CC=C1CC(O)CC(O)C1,0.1914893617021276,-9.7,-7.4,-7.2
vdr_unique_G1_2702,G1,,7.859411776065826,8.600125408172605,5.942530632019043,8.47162055969238,-12.5,,,C=C1CC(=O)C(C)(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(O)C(CCC(=O)O)C1(C)C,0.4431818181818182,-9.7,-7.4,-7.0
vdr_unique_G1_2703,G1,,8.10954076051712,8.837849330902094,6.500116944313048,9.36825942993164,-11.1,,,C=C1CC(=O)CC(O)C1=CC=C1CCCC2(C)C1CCC2C(CC)CCCC(C)(C)O,0.5454545454545454,-9.7,-7.4,-7.2
vdr_unique_G1_2704,G1,,8.154243111610413,9.079777002334588,5.719094276428224,9.37585067749023,-13.6,,,C=C1CC(C(C)(C)O)CCC1CC1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC12C,0.4177215189873418,-9.7,-7.4,-7.2
vdr_unique_G1_2705,G1,,7.514139711856843,8.810004806518553,5.766481220722197,9.06993579864502,-8.8,,,C=C1CC(C(C)CC(=O)O)C2CCC3(C)C(=CC=C2C1CC)C3(C)C(C)C(C)O,0.1702127659574468,-9.7,-7.4,-7.2
vdr_unique_G1_2706,G1,,9.003865718841551,8.843736982345574,6.948424756526947,9.19335174560547,-12.4,,,C=C1CC(C(O)C(C)C)C(C(O)CC#CC(C)C2CCC3C(=CC=C4CCOC(O)C4=C)CCCC32C)O1,0.3870967741935484,-9.7,-7.4,-7.2
vdr_unique_G1_2707,G1,,5.752031922340395,8.163488626480108,4.796416223049165,4.96033954620361,-9.2,,,C=C1CC(C)(C)Oc2ccc(C(C)(C)O)c(O)c21,0.1358024691358024,-9.5,-6.9,-6.9
vdr_unique_G1_2708,G1,,7.677503049373627,8.570492935180663,6.134525537490845,9.58562850952148,-12.2,,,C=C1CC(C)(O)C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CC(C)CO)CC1O,0.4814814814814814,-9.7,-7.4,-7.0
vdr_unique_G1_2709,G1,,8.208929181098938,8.931731939315785,6.018915176391603,9.30883979797363,-11.6,,,C=C1CC(C)(O)C(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,0.7164179104477612,-9.7,-7.4,-7.2
vdr_unique_G1_271,G1,transmol,7.613401413,7.81235981,7.168187141,9.566169739,-12.1,-1.737411976,0.924807966,C=C1C(=O)OC(CC(C)C2CCC3C(=CC=C4CC(O)C(C)C(O)C4=C)CCCC32C)C1O,0.95353997,-9.771286,-8.880816076,-7.175454061
vdr_unique_G1_2710,G1,,7.953855574131012,9.020848417282098,5.926902830600738,9.65184020996094,-11.5,,,C=C1CC(C)=CC(O)C1=CC(CC(C)C)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.4117647058823529,-9.7,-7.4,-7.2
vdr_unique_G1_2711,G1,,6.373708724975586,8.198697519302359,4.863280475139619,6.54540157318115,-8.8,,,C=C1CC(C)=CC(O)C1C(CC)CCCCCC,0.1604938271604938,-9.5,-6.9,-6.7
vdr_unique_G1_2712,G1,,8.392263352870945,8.782287263870241,6.032810807228088,9.41129684448242,-11.7,,,C=C1CC(C)C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC1O,0.6470588235294118,-9.7,-7.4,-7.2
vdr_unique_G1_2713,G1,,5.67606556415558,7.595585680007939,4.486879229545595,6.95590114593506,-7.8,,,C=C1CC(C)C(O)C(C)C1OC(=O)CC(C)(C)C,0.15,-9.5,-6.9,-6.5
vdr_unique_G1_2714,G1,,8.142332732677461,9.068942880630498,5.704439043998717,8.94908237457275,-11.5,,,C=C1CC(C)CCC1=CC=C1CCCC2(C)C1CCC2C(C)CCCCC(C)(C)O,0.7164179104477612,-9.7,-6.9,-7.0
vdr_unique_G1_2715,G1,,8.437224090099335,9.05183758735657,5.827476143836979,9.61446762084961,-11.4,,,C=C1CC(C=CCCC(O)C2CC2)C(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(C)CCC(=O)O,0.4175824175824176,-9.7,-6.9,-7.0
vdr_unique_G1_2716,G1,,8.448131561279297,8.973117589950558,6.754755675792695,9.684814453125,-13.2,,,C=C1CC(CC(C)C2CCC3C(=CC=C4CC(O)CC(O)C4=C)CCCC32C)CCC1O,0.7014925373134329,-9.7,-7.4,-7.4
vdr_unique_G1_2717,G1,,6.323834419250487,8.838892364501959,5.41067087650299,7.56312942504883,-9.9,,,C=C1CC(CC(O)(c2ccc(C(C)(C)C)cc2)C(C)(C)F)C(CC)(CC)CC1O,0.1744186046511628,-9.7,-7.4,-6.9
vdr_unique_G1_2718,G1,,5.707059562206268,7.6784474849700945,4.899050712585449,5.71127319335938,-6.4,,,C=C1CC(CC)(CCCC)C(=O)CC1O,0.1688311688311688,-9.5,-6.9,-6.5
vdr_unique_G1_2719,G1,,7.961168825626372,8.328701400756833,5.833466053009034,7.3422269821167,-10.1,,,C=C1CC(CC)(CCCC)C(=O)OC1=CC=C1CCCC2(C)C1CCC2C(C)C(CC)CCC,0.3555555555555555,-9.7,-6.7,-7.0
vdr_unique_G1_272,G1,transmol,6.488003731,7.819066048,7.469944954,8.906558037,-11.7,-2.235147715,0.924868047,C=C1C(=O)OC(CC(C)C2CCC3C(=CC=C4CC(O)C(CCCO)C(O)C4=C)CCCC32)CC1C,0.9461881,-9.7491,-7.748928124,-6.929361698
vdr_unique_G1_2720,G1,,8.842379212379457,9.212829923629762,6.647391140460969,9.29894924163818,-10.6,,,C=C1CC(CC)(CCCC)C(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)(C)O,0.4698795180722891,-9.7,-6.9,-7.2
vdr_unique_G1_2721,G1,,8.457709610462189,8.860217428207402,6.622782588005068,8.77075099945068,-11.5,,,C=C1CC(CC)(CCCC)C(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(C)(C)O,0.6052631578947368,-9.7,-6.9,-7.2
vdr_unique_G1_2722,G1,,6.469819426536562,8.108392286300656,5.164708971977236,6.34319114685059,-9.2,,,C=C1CC(CC)(CCCCCCCCCCCCCC)CC(=O)C1CCCC(O)CC(C)C,0.1428571428571428,-9.7,-6.6000000000000005,-6.7
vdr_unique_G1_2723,G1,,6.235920369625092,8.287823152542117,6.120201826095579,8.41810035705566,-8.8,,,C=C1CC(CC)(CO)OC1c1ccc(C#Cc2ccc(OCCC)cc2)n1CC,0.099009900990099,-9.7,-7.4,-7.2
vdr_unique_G1_2724,G1,,5.991724908351897,8.321380758285525,4.781931757926941,7.95962810516357,-9.3,,,C=C1CC(CC=CCCC(C)CC)CC(C)C1CC(CC)CC(C)C,0.1590909090909091,-9.7,-6.7,-6.5
